	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_846	NA	NA	NA	NA	NA	NA	NA
ASV_847	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Cephalothecaceae	NA	NA
ASV_848	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Lecanoromycetes_ord_Incertae_sedis	f__Lecanoromycetes_fam_Incertae_sedis	NA	NA
ASV_849	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	NA	NA	NA
ASV_850	k__Fungi	p__Ascomycota	c__Dothideomycetes	NA	NA	NA	NA
ASV_851	NA	NA	NA	NA	NA	NA	NA
ASV_852	k__Fungi	p__Ascomycota	c__Lecanoromycetes	NA	NA	NA	NA
ASV_853	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Rhinocladiella	NA
ASV_854	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Neocucurbitaria	s__vachelliae
ASV_855	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Acericola	s__italica
ASV_856	k__Fungi	p__Basidiomycota	c__Agaricostilbomycetes	o__Agaricostilbales	f__Chionosphaeraceae	NA	NA
ASV_857	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASV_858	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusicolla	s__violacea
ASV_859	NA	NA	NA	NA	NA	NA	NA
ASV_860	k__Fungi	p__Ascomycota	c__Orbiliomycetes	NA	NA	NA	NA
ASV_861	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Ostropales	f__Stictidaceae	g__Cryptodiscus	NA
ASV_862	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Cladophialophora	NA
ASV_863	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Cladosporiaceae	g__Cladosporium	s__sphaerospermum
ASV_864	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Neocucurbitaria	s__vachelliae
ASV_865	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	NA	NA	NA
ASV_866	k__Fungi	p__Basidiomycota	c__Agaricostilbomycetes	o__Agaricostilbales	f__Chionosphaeraceae	NA	NA
ASV_867	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_868	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASV_869	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Neocucurbitaria	NA
ASV_870	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_871	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Phaeomoniellales	f__Phaeomoniellaceae	NA	NA
ASV_872	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Neocucurbitaria	NA
ASV_873	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Cladophialophora	s__chaetospira
ASV_874	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA
ASV_875	NA	NA	NA	NA	NA	NA	NA
ASV_876	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_877	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Acericola	s__italica
ASV_878	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__schmuckeri
ASV_879	NA	NA	NA	NA	NA	NA	NA
ASV_880	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporales_fam_Incertae_sedis	g__Neohendersonia	s__kickxii
ASV_881	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Coniothyriaceae	g__Coniothyrium	NA
ASV_882	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	NA	NA
ASV_883	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Acericola	s__italica
ASV_884	k__Fungi	p__Basidiomycota	c__Agaricostilbomycetes	o__Agaricostilbales	f__Chionosphaeraceae	NA	NA
ASV_885	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Bionectriaceae	NA	NA
ASV_886	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Phaeomoniellales	f__Phaeomoniellaceae	NA	NA
ASV_887	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Valsaceae	NA	NA
ASV_888	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Acericola	s__italica
ASV_889	NA	NA	NA	NA	NA	NA	NA
ASV_890	NA	NA	NA	NA	NA	NA	NA
ASV_891	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Teratosphaeriaceae	g__Devriesia	s__pseudoamericana
ASV_892	k__Fungi	p__Ascomycota	c__Lecanoromycetes	NA	NA	NA	NA
ASV_893	NA	NA	NA	NA	NA	NA	NA
ASV_894	k__Fungi	p__Ascomycota	c__Taphrinomycetes	o__Taphrinales	f__Taphrinaceae	g__Taphrina	NA
ASV_895	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	NA	NA	NA
ASV_896	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Umbilicariales	f__Fuscideaceae	g__Fuscidea	s__pusilla
ASV_897	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	g__Orbilia	s__gambelii
ASV_898	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Acericola	s__italica
ASV_899	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_900	NA	NA	NA	NA	NA	NA	NA
ASV_901	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporales_fam_Incertae_sedis	g__Nigrograna	NA
ASV_902	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Thyridariaceae	NA	NA
ASV_903	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Teratosphaeriaceae	g__Devriesia	NA
ASV_904	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Valsaceae	NA	NA
ASV_905	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Microcera	s__larvarum
ASV_906	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	f__Glomerellaceae	g__Colletotrichum	s__fioriniae
ASV_907	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Acericola	s__italica
ASV_908	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Neocucurbitaria	NA
ASV_909	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporales_fam_Incertae_sedis	g__Fuscostagonospora	s__banksiae
ASV_910	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Diatrypaceae	g__Eutypella	s__quaternata
ASV_911	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Acericola	s__italica
ASV_912	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Veronaea	s__japonica
ASV_913	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Calosphaeriales	f__Calosphaeriaceae	g__Jattaea	NA
ASV_914	NA	NA	NA	NA	NA	NA	NA
ASV_915	k__Viridiplantae	NA	NA	NA	NA	NA	NA
ASV_916	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Melanommataceae	g__Uzbekistanica	s__yakutkhanika
ASV_917	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Acericola	s__italica
ASV_918	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Cyphellophoraceae	g__Cyphellophora	s__sessilis
ASV_919	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	NA
ASV_920	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Tubeufiales	f__Tubeufiaceae	g__Acanthostigma	NA
ASV_921	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Calosphaeriales	f__Pleurostomataceae	g__Pleurostoma	NA
ASV_922	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Microbotryomycetes_ord_Incertae_sedis	f__Microbotryomycetes_fam_Incertae_sedis	g__Colacogloea	s__retinophila
ASV_923	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Cordycipitaceae	g__Simplicillium	s__lamellicola
ASV_924	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	s__foliicola
ASV_925	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	NA	NA	NA
ASV_926	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Rhytismatales	f__Rhytismataceae	NA	NA
ASV_927	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Acericola	s__italica
ASV_928	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporales_fam_Incertae_sedis	g__Nigrograna	NA
ASV_929	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymosphaeriaceae	g__Paraconiothyrium	NA
ASV_930	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymosphaeriaceae	g__Paraconiothyrium	NA
ASV_931	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Lentitheciaceae	g__Pleurophoma	NA
ASV_932	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Sclerotiniaceae	g__Mycopappus	NA
ASV_933	NA	NA	NA	NA	NA	NA	NA
ASV_934	NA	NA	NA	NA	NA	NA	NA
ASV_935	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	NA	NA	NA
ASV_936	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Neocucurbitaria	NA
ASV_937	NA	NA	NA	NA	NA	NA	NA
ASV_938	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Cystobasidiales	f__Cystobasidiaceae	NA	NA
ASV_939	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__glandicola
ASV_940	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Cistella	NA
ASV_941	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Valsaceae	NA	NA
ASV_942	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Thyridariaceae	NA	NA
ASV_943	NA	NA	NA	NA	NA	NA	NA
ASV_944	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Neocucurbitaria	s__ribicola
ASV_945	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Neocucurbitaria	NA
ASV_946	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Phaeomoniellales	f__Phaeomoniellaceae	NA	NA
ASV_947	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Ophiocordycipitaceae	g__Hirsutella	NA
ASV_948	NA	NA	NA	NA	NA	NA	NA
ASV_949	NA	NA	NA	NA	NA	NA	NA
ASV_950	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Rhinocladiella	NA
ASV_951	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Bionectriaceae	NA	NA
ASV_952	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Bionectriaceae	NA	NA
ASV_953	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Trichomeriaceae	g__Knufia	NA
ASV_954	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Tremellaceae	g__Cryptococcus	NA
ASV_955	k__Fungi	p__Basidiomycota	c__Agaricostilbomycetes	o__Agaricostilbales	f__Chionosphaeraceae	NA	NA
ASV_956	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Acericola	s__italica
ASV_957	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Diatrypaceae	NA	NA
ASV_958	NA	NA	NA	NA	NA	NA	NA
ASV_959	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASV_960	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Meripilaceae	NA	NA
ASV_961	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Neocucurbitaria	NA
ASV_962	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Neocucurbitaria	s__vachelliae
ASV_963	NA	NA	NA	NA	NA	NA	NA
ASV_964	k__Metazoa	p__Arthropoda	c__Insecta	o__Lepidoptera	f__Crambidae	g__Petrophila	s__incerta
ASV_965	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_966	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Acericola	s__italica
ASV_967	k__Viridiplantae	NA	NA	NA	NA	NA	NA
ASV_968	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Acericola	s__italica
ASV_969	NA	NA	NA	NA	NA	NA	NA
ASV_970	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Teratosphaeriaceae	g__Capnobotryella	s__renispora
ASV_971	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Neocucurbitaria	NA
ASV_972	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	NA	NA
ASV_973	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_974	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Neonectria	s__faginata
ASV_975	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Chalara	s__holubovae
ASV_976	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	NA	NA	NA
ASV_977	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Stachybotryaceae	g__Melanopsamma	s__pomiformis
ASV_978	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Botryobasidiaceae	g__Botryobasidium	s__pruinatum
ASV_979	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	NA	NA	NA
ASV_980	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Thyridariaceae	NA	NA
ASV_981	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Boletales	f__Suillaceae	g__Suillus	NA
ASV_982	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	NA	NA	NA
ASV_983	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	NA	NA	NA
ASV_984	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Exophiala	NA
ASV_985	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Melanconidaceae	g__Prosthecium	s__acerinum
ASV_986	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	NA	NA
ASV_987	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	NA	NA
ASV_988	k__Fungi	NA	NA	NA	NA	NA	NA
ASV_989	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA
ASV_990	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_991	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Myriangiales	f__Myriangiaceae	g__Myriangium	NA
ASV_992	NA	NA	NA	NA	NA	NA	NA
ASV_993	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	g__Retiarius	NA
ASV_994	NA	NA	NA	NA	NA	NA	NA
ASV_995	k__Fungi	p__Ascomycota	c__Dothideomycetes	NA	NA	NA	NA
ASV_996	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Myriangiales	f__Elsinoaceae	NA	NA
ASV_997	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Neocucurbitaria	s__vachelliae
ASV_998	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Auriculariales	f__Hyaloriaceae	g__Stypella	s__variabilis
ASV_999	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Rhinocladiella	NA
ASV_1000	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_1001	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASV_1002	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	NA	NA	NA	NA
ASV_1003	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	NA	NA	NA
ASV_1004	k__Fungi	p__Basidiomycota	c__Agaricostilbomycetes	o__Agaricostilbales	f__Chionosphaeraceae	g__Kurtzmanomyces	NA
ASV_1005	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Lophiostomataceae	g__Platystomum	s__crataegi
ASV_1006	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	NA	NA	NA
ASV_1007	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Sarocladium	s__dejongiae
ASV_1008	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	f__Plectosphaerellaceae	g__Gibellulopsis	s__piscis
ASV_1009	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Leptosphaeriaceae	g__Leptosphaeria	NA
ASV_1010	NA	NA	NA	NA	NA	NA	NA
ASV_1011	NA	NA	NA	NA	NA	NA	NA
ASV_1012	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Microbotryomycetes_ord_Incertae_sedis	f__Microbotryomycetes_fam_Incertae_sedis	g__Curvibasidium	s__cygneicollum
ASV_1013	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Ostropales	f__Stictidaceae	g__Cryptodiscus	s__microstomus
ASV_1014	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA
ASV_1015	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Cystobasidiales	f__Cystobasidiaceae	g__Cystobasidium	s__pinicola
ASV_1016	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_1017	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Rhinocladiella	NA
ASV_1018	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Acericola	s__italica
ASV_1019	k__Fungi	p__Ascomycota	NA	NA	NA	NA	NA
ASV_1020	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	g__Orbilia	NA
ASV_1021	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	NA	NA
ASV_1022	NA	NA	NA	NA	NA	NA	NA
ASV_1023	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__atrosanguineum
ASV_1024	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Neocucurbitaria	NA
ASV_1025	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Coniochaetales	f__Coniochaetaceae	NA	NA
ASV_1026	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Rhinocladiella	NA
ASV_1027	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	f__Plectosphaerellaceae	g__Stachylidium	NA
ASV_1028	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Teratosphaeriaceae	g__Devriesia	NA
ASV_1029	k__Fungi	p__Ascomycota	c__Dothideomycetes	NA	NA	NA	NA
ASV_1030	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Phaeomoniellales	f__Phaeomoniellaceae	NA	NA
ASV_1031	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Tremellaceae	g__Tremella	s__moriformis
ASV_1032	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporales_fam_Incertae_sedis	g__Neohendersonia	s__kickxii
ASV_1033	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	g__Parapyrenochaeta	s__acaciae
ASV_1034	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Porotheleaceae	g__Porotheleum	s__fimbriatum
ASV_1035	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiales_fam_Incertae_sedis	g__Cryptocline	NA
ASV_1036	k__Fungi	p__Ascomycota	c__Sordariomycetes	NA	NA	NA	NA
ASV_1037	NA	NA	NA	NA	NA	NA	NA
ASV_1038	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleraceae	g__Fonsecazyma	NA
ASV_1039	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	s__glabripes
ASV_1040	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Candelariales	f__Candelariaceae	g__Candelaria	s__fibrosa
ASV_1041	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Coniochaetales	f__Coniochaetaceae	g__Coniochaeta	NA
ASV_1042	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASV_1043	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Teratosphaeriaceae	g__Devriesia	NA
ASV_1044	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Valsaceae	NA	NA
ASV_1045	k__Fungi	p__Ascomycota	c__Lecanoromycetes	NA	NA	NA	NA
ASV_1046	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Strophariaceae	g__Hypholoma	s__lateritium
ASV_1047	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASV_1048	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Tremellaceae	g__Tremella	s__moriformis
ASV_1049	NA	NA	NA	NA	NA	NA	NA
ASV_1050	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	NA	NA
ASV_1051	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	NA	NA
ASV_1052	NA	NA	NA	NA	NA	NA	NA
ASV_1053	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Caliciales	f__Physciaceae	g__Physcia	s__millegrana
ASV_1054	NA	NA	NA	NA	NA	NA	NA
ASV_1055	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASV_1056	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Lecanorales	f__Haematommataceae	g__Haematomma	s__ochroleucum
ASV_1057	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	s__dimennae
ASV_1058	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporales_fam_Incertae_sedis	g__Neohendersonia	s__kickxii
ASV_1059	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Coniothyriaceae	NA	NA
ASV_1060	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Neocucurbitaria	NA
ASV_1061	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	NA	NA	NA
ASV_1062	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Valsaceae	NA	NA
ASV_1063	NA	NA	NA	NA	NA	NA	NA
ASV_1064	k__Viridiplantae	NA	NA	NA	NA	NA	NA
ASV_1065	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	NA	NA	NA
ASV_1066	NA	NA	NA	NA	NA	NA	NA
ASV_1067	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Neocucurbitaria	NA
ASV_1068	NA	NA	NA	NA	NA	NA	NA
ASV_1069	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Coryneliales	NA	NA	NA
ASV_1070	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Pleurotaceae	g__Hohenbuehelia	s__grisea
ASV_1071	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Neocucurbitaria	NA
ASV_1072	NA	NA	NA	NA	NA	NA	NA
ASV_1073	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Neocucurbitaria	NA
ASV_1074	k__Fungi	p__Ascomycota	c__Dothideomycetes	NA	NA	NA	NA
ASV_1075	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	NA	NA
ASV_1076	NA	NA	NA	NA	NA	NA	NA
ASV_1077	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideales	NA	NA	NA
ASV_1078	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Neonectria	s__faginata
ASV_1079	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__penicillioides
ASV_1080	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Lecanorales	f__Ramalinaceae	g__Bacidina	NA
ASV_1081	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Lecanorales	f__Lecanoraceae	NA	NA
ASV_1082	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Phaeomoniellales	f__Phaeomoniellaceae	NA	NA
ASV_1083	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	NA	NA	NA
ASV_1084	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Sclerococcales	NA	g__Rhopalophora	s__clavispora
