jrk_template,Phylum,Class,Order,Family,GENUS,COMMENT on genus,primary_lifestyle,Secondary_lifestyle,Comment_on_lifestyle_template,Endophytic_interaction_capability_template,Plant_pathogenic_capacity_template,Decay_substrate_template,Decay_type_template,Aquatic_habitat_template,Animal_biotrophic_capacity_template,Specific_hosts,Growth_form_template,Fruitbody_type_template,Hymenium_type_template,Ectomycorrhiza_exploration_type_template,Ectomycorrhiza_lineage_template,primary_photobiont,secondary_photobiont
,Ascomycota,Dothideomycetes,Strigulales,Strigulaceae,Phylloporis,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,,,,,,
,Ascomycota,Dothideomycetes,Strigulales,Strigulaceae,Puiggariella,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,,,,,,
,Ascomycota,Dothideomycetes,Strigulales,Strigulaceae,Raciborskiella,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,,,,,,
,Ascomycota,Dothideomycetes,Strigulales,Strigulaceae,Racoplaca,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,,,,,,
,Ascomycota,Dothideomycetes,Strigulales,Strigulaceae,Serusiauxiella,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,,,,,,
,Ascomycota,Dothideomycetes,Strigulales,Strigulaceae,Swinscowia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,,,,,,
jrk11068,Ascomycota,Dothideomycetes,Strigulales,Tenuitholiascaceae,Tenuitholiascus,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,trentepohlioid,Phycopeltis
,Ascomycota,Dothideomycetes,Trypetheliales,Trypetheliaceae,Pseudobogoriella,,lichenized,wood_saprotroph,lichenized_loosely,,,wood,,non-aquatic,,,thallus_photosynthetic,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
,Ascomycota,Dothideomycetes,Trypetheliales,Trypetheliaceae,Schummia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,Camporesiomyces,,wood_saprotroph,,,,,wood,,,,,filamentous_mycelium,,,,,,
jrk11070,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,Kevinhydea,,wood_saprotroph,,,,,wood,,non-aquatic,,,filamentous_mycelium,,,,,,
,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Bellamyces,,wood_saprotroph,,,,,wood,,non-aquatic,,,filamentous_mycelium,,,,,,
,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Fuscohilum,,wood_saprotroph,,,,,wood,,non-aquatic,,,filamentous_mycelium,,,,,,
,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Helicopsis,,wood_saprotroph,,,,,wood,,non-aquatic,,,filamentous_mycelium,,,,,,
,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Neofusicladium,,litter_saprotroph,,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,,,,,,
,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Parafusicladium,,litter_saprotroph,,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,,,,,,
,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Pinaceicola,,litter_saprotroph,,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,,,,,,
,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Sterila,,litter_saprotroph,,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,,,,,,
,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,Dimerosporiopsis,,wood_saprotroph,,,,,wood,,non-aquatic,,,filamentous_mycelium,,,,,,
,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,Fagicola,,litter_saprotroph,,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,,,,,,
,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,Fraxinicola,,litter_saprotroph,foliar_endophyte,,foliar_endophyte,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk11071,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriales family incertae sedis,Laeviomyces,,lichen_parasite,fungal_decomposer,,,,"fungal_material,algal_material",,,,,,,,,,,
jrk11072,Ascomycota,Eurotiomycetes,Onygenales,Ajellomycetaceae,Ajellomyces,,animal_parasite,,,,,,,,animal_parasite/opportunistic_human_parasite,,dimorphic_yeast,,,,,,
,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Emydomyces,,animal_parasite,animal_decomposer,,,,animal_material,keratinolytic,partly_aquatic,vertebrate_parasite,,,,,,,,
,Ascomycota,Eurotiomycetes,Sclerococcales,Dactylosporaceae,Pseudosclerococcum,,wood_saprotroph,,,,,wood,,non-aquatic,,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,,,,
jrk11073,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Bordea,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
jrk11074,Ascomycota,Laboulbeniomycetes,Laboulbeniales,Laboulbeniaceae,Thaxterimyces,,animal_parasite,animal_decomposer,,no_endophytic_capacity,,animal_material,,non-aquatic,arthropod_parasite,,filamentous_mycelium,none,none,,,,
,Ascomycota,Lecanoromycetes,Caliciales,Caliciaceae,Burrowsia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk11075,Ascomycota,Lecanoromycetes,Graphidales,Graphidaceae,Allographa,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk11076,Ascomycota,Lecanoromycetes,Graphidales,Graphidaceae,Cryptoschizotrema,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk11077,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Pulchrocladia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk11078,Ascomycota,Lecanoromycetes,Lecanorales,Lecanorales family incertae sedis,Myochroidea,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk11079,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Neoprotoparmelia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Namibialina,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Jocatoa,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,trentepohlioid,
jrk11080,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Neofitzroyomyces,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,,,Nerium,filamentous_mycelium,,,,,,
,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Neostictis,,wood_saprotroph,,,,,wood,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
,Ascomycota,Lecanoromycetes,Peltigerales,Pannariaceae,Atrophysma,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,cyanobacterial,
jrk11081,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Dijigiella,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk11082,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Hosseusiella,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk11083,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Nevilleiella,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk11084,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Rehmaniella,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk11085,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Teuvoahtiana,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
jrk11086,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Upretia,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,apothecium_(hymenium_on_surface),smooth,,,chlorococcoid,
,Ascomycota,Lecanoromycetes,Thelocarpales,Thelocarpaceae,Carneothele,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,chlorococcoid,
jrk11087,Ascomycota,Lecanoromycetes,Turquoiseomycetales,Turquoiseomycetaceae,Turquoiseomyces,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,Eucalyptus,filamentous_mycelium,,,,,,
jrk11091,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Oidiopsis,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,,,,,,
jrk11092,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Typhulochaeta,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,,filamentous_mycelium,,,,,,
jrk11093,Ascomycota,Leotiomycetes,Helotiales,Arachnopezizaceae,Arachnoscypha,,unspecified_saprotroph,,,,,,,,,,filamentous_mycelium,,,,,,
,Ascomycota,Leotiomycetes,Helotiales,Chrysodiscaceae,Chrysodisca,,wood_saprotroph,,,,,wood,,,,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,,,,
jrk11088,Ascomycota,Leotiomycetes,Helotiales,Cordieritidaceae,Annabella,,wood_saprotroph,,,,,wood,,,,,filamentous_mycelium,,,,,,
,Ascomycota,Leotiomycetes,Helotiales,Cordieritidaceae,Lawreyella,,lichen_parasite,fungal_decomposer,,,,"fungal_material,algal_material",,non-aquatic,,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,,,,
jrk11089,Ascomycota,Leotiomycetes,Helotiales,Cordieritidaceae,Phaeangella,,wood_saprotroph,,,,,wood,,,,,filamentous_mycelium,,,,,,
jrk11102,Ascomycota,Leotiomycetes,Helotiales,Discinellaceae,Geocoryne,synonym of Discinella,litter_saprotroph,,,,,leaf/fruit/seed,,,,,filamentous_mycelium,,,,,,
jrk11095,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Chaetoscypha,,litter_saprotroph,,,,,leaf/fruit/seed,,,,,filamentous_mycelium,,,,,,
jrk11096,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Eubelonis,,wood_saprotroph,,,,,wood,,,,,filamentous_mycelium,,,,,,
jrk11097,Ascomycota,Leotiomycetes,Helotiales,Helotiales family incertae sedis,Arboricolonus,,plant_pathogen,wood_saprotroph,,,wood_pathogen,wood,,non-aquatic,,Prunus,,,,,,,
jrk11094,Ascomycota,Leotiomycetes,Helotiales,Helotiales family incertae sedis,Asterocalyx,,litter_saprotroph,,,,,leaf/fruit/seed,,,,,,,,,,,
jrk11090,Ascomycota,Leotiomycetes,Helotiales,Helotiales family incertae sedis,Brefeldochium,synonym of Polydesmia,wood_saprotroph,,,,,wood,,,,,,,,,,,
,Ascomycota,Leotiomycetes,Helotiales,Helotiales family incertae sedis,Kukwaea,,lichen_parasite,fungal_decomposer,,,,"fungal_material,algal_material",,non-aquatic,,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,,,,
jrk11105,Ascomycota,Leotiomycetes,Helotiales,Helotiales family incertae sedis,Pachydisca,,litter_saprotroph,,,,,leaf/fruit/seed,,,,,,,,,,,
jrk11106,Ascomycota,Leotiomycetes,Helotiales,Helotiales family incertae sedis,Patinellaria,,litter_saprotroph,,,,,leaf/fruit/seed,,,,,,,,,,,
jrk11107,Ascomycota,Leotiomycetes,Helotiales,Helotiales family incertae sedis,Phragmonaevia,,,,,,,,,,,,,,,,,,
jrk11098,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Gamarada,,root_endophyte,soil_saprotroph,,,,soil,,,,,filamentous_mycelium,,,,,,
jrk11104,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Scolecolachnum,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,ferns,filamentous_mycelium,,,,,,
jrk11099,Ascomycota,Leotiomycetes,Helotiales,Lachnaceae,Tubolachnum,,litter_saprotroph,,,,,leaf/fruit/seed,,,,,filamentous_mycelium,,,,,,
jrk11100,Ascomycota,Leotiomycetes,Helotiales,Mollisiaceae,Tapesia,,unspecified_saprotroph,,,,,,,,,,filamentous_mycelium,,,,,,
jrk11109,Ascomycota,Leotiomycetes,Helotiales,Pezizellaceae,Phialina,,unspecified_saprotroph,,,,,,,,,,filamentous_mycelium,,,,,,
jrk11101,Ascomycota,Leotiomycetes,Helotiales,Ploettnerulaceae,Ploettnerula,,unspecified_saprotroph,,,,,,,,,,filamentous_mycelium,,,,,,
,Ascomycota,Leotiomycetes,Helotiales,Rutstroemiaceae,Pseudolanzia,,litter_saprotroph,,,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,,,,
jrk08321,Ascomycota,Leotiomycetes,Helotiales,Rutstroemiaceae,Staheliella,,soil_saprotroph,,,,,soil,,,,,filamentous_mycelium,,,,,,
jrk11108,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Mycopappus,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,,,,,,,,,,
,Ascomycota,Leotiomycetes,Helotiales,Vibrisseaceae,Srinivasanomyces,,wood_saprotroph,,,,,wood,,non-aquatic,,,filamentous_mycelium,,,,,,
jrk11103,Ascomycota,Leotiomycetes,Leotiales,Tympanidaceae,Aotearoamyces,,wood_saprotroph,,,,,wood,,,,,filamentous_mycelium,,,,,,
,Ascomycota,Leotiomycetes,Leotiomycetes order incertae sedis,Leotiomycetes family incertae sedis,Blastosporium,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,Nicotiana,filamentous_mycelium,,,,,,
jrk11110,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Heufleria,taxonomy unclear,,,,,,,,,,,,,,,,,
jrk11111,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Mycomelanea,,,,,,,,,,,,,,,,,,
jrk11112,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Triblidiopsis,,wood_saprotroph,foliar_endophyte,,foliar_endophyte,,wood,,,,,filamentous_mycelium,,,,,,
jrk11113,Ascomycota,Leotiomycetes,Thelebolales,Thelebolaceae,Ascophanus,,dung_saprotroph,,,,,"dung,animal_material",keratinolytic,,,,filamentous_mycelium,,,,,,
jrk11114,Ascomycota,Pezizomycetes,Pezizales,Pezizales family incertae sedis,Dennisiopsis,,dung_saprotroph,,,,,dung,,,,,filamentous_mycelium,,,,,,
,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Geocavicola,,,,,,,,,non-aquatic,,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,,,,
jrk11115,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Lasiocupulina,,soil_saprotroph,,,,,soil,,,,,filamentous_mycelium,,,,,,
,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Pseudocoprotus,,dung_saprotroph,,,,,dung,,,,,,,,,,,
jrk11116,Ascomycota,Pezizomycotina class incertae sedis,Pezizomycotina order incertae sedis,Pezizomycotina family incertae sedis,Pygmaeosphaera,,lichen_parasite,fungal_decomposer,,,,"fungal_material,algal_material",,,,,,,,,,,
,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycopsidaceae,Ascopersicus,,unspecified_saprotroph,,,,,,,,,,,,,,,,
jrk11117,Ascomycota,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Diploceras,synonym of Seimatosporium,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,,,,filamentous_mycelium,,,,,,
jrk11118,Ascomycota,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Disaeta,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,Arbutus,filamentous_mycelium,,,,,,
jrk11119,Ascomycota,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Distononappendiculata,,unspecified_saprotroph,,,,,,,,,,filamentous_mycelium,,,,,,
jrk11120,Ascomycota,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Diversimediispora,,soil_saprotroph,,,,,soil,,,,,filamentous_mycelium,,,,,,
jrk11122,Ascomycota,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Nonappendiculata,,litter_saprotroph,,,,,,,,,,filamentous_mycelium,,,,,,
jrk11123,Ascomycota,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Parabartalinia,,litter_saprotroph,,,,,,,,,,filamentous_mycelium,,,,,,
jrk11124,Ascomycota,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Pseudosarcostroma,,,,,,,,,,,Osyris,filamentous_mycelium,,,,,,
jrk11125,Ascomycota,Sordariomycetes,Amphisphaeriales,Sporocadaceae,Xenoseimatosporium,,unspecified_saprotroph,,,,,,,,,,filamentous_mycelium,,,,,,
jrk11126,Ascomycota,Sordariomycetes,Cephalothecales,Cephalothecaceae,Victoriomyces,,soil_saprotroph,,,,,soil,,,,,filamentous_mycelium,,,,,,
jrk11127,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Miyoshiella,,unspecified_saprotroph,,,,,,,,,,filamentous_mycelium,,,,,,
jrk11129,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriales family incertae sedis,Neonawawia,,litter_saprotroph,,,,,leaf/fruit/seed,,freshwater,,,filamentous_mycelium,,,,,,
jrk11130,Ascomycota,Sordariomycetes,Coronophorales,Ceratostomataceae,Dactylidispora,,soil_saprotroph,,,,,soil,,,,,filamentous_mycelium,,,,,,
jrk11131,Ascomycota,Sordariomycetes,Coronophorales,Ceratostomataceae,Echinusitheca,,soil_saprotroph,,,,,soil,,,,,filamentous_mycelium,,,,,,
jrk11132,Ascomycota,Sordariomycetes,Coronophorales,Ceratostomataceae,Pseudomicrothecium,,litter_saprotroph,,,,,leaf/fruit/seed,,,,,filamentous_mycelium,,,,,,
jrk11136,Ascomycota,Sordariomycetes,Diaporthales,Cryphonectriaceae,Myrtonectria,,plant_pathogen,wood_saprotroph,,,wood_pathogen,wood,,,,Syzygium,filamentous_mycelium,,,,,,
,Ascomycota,Sordariomycetes,Diaporthales,Cryphonectriaceae,Myrtoporthe,,plant_pathogen,wood_saprotroph,,,wood_pathogen,wood,,,,Eucalyptus,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
,Ascomycota,Sordariomycetes,Diaporthales,Diaporthales family incertae sedis,Kamalia,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,non-aquatic,,Mallotus,filamentous_mycelium,,,,,,
jrk11137,Ascomycota,Sordariomycetes,Diaporthales,Gnomoniaceae,Flavignomonia,,plant_pathogen,wood_saprotroph,,,wood_pathogen,wood,,,,Rhus,filamentous_mycelium,,,,,,
jrk11138,Ascomycota,Sordariomycetes,Diaporthales,Melanconiellaceae,Septomelanconiella,,wood_saprotroph,,,,,wood,,,,,filamentous_mycelium,,,,,,
jrk11139,Ascomycota,Sordariomycetes,Diaporthales,Melanconiellaceae,Sheathospora,,plant_pathogen,wood_saprotroph,,,wood_pathogen,wood,,,,Cornus,filamentous_mycelium,,,,,,
jrk11141,Ascomycota,Sordariomycetes,Diaporthales,Phaeoappendicosporaceae,Neophaeoappendicospora,,litter_saprotroph,,,,,leaf/fruit/seed,,,,,filamentous_mycelium,,,,,,
jrk11142,Ascomycota,Sordariomycetes,Diaporthales,Pseudomelanconidaceae,Neopseudomelanconis,,unspecified_saprotroph,,,,,,,,,,filamentous_mycelium,,,,,,
jrk11143,Ascomycota,Sordariomycetes,Diaporthomycetidae order incertae sedis,Diaporthomycetidae family incertae sedis,Aquimonospora,,wood_saprotroph,,,,,wood,,freshwater,,,filamentous_mycelium,,,,,,
jrk11144,Ascomycota,Sordariomycetes,Diaporthomycetidae order incertae sedis,Diaporthomycetidae family incertae sedis,Proliferophorum,,wood_saprotroph,,,,,wood,,freshwater,,,filamentous_mycelium,,,,,,
jrk11145,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Brunneochlamydosporium,,soil_saprotroph,,,,,soil,,,,,filamentous_mycelium,,,,,,
jrk11146,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Brunneomyces,,litter_saprotroph,,,,,leaf/fruit/seed,,,,,filamentous_mycelium,,,,,,
jrk11147,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Chlamydosporiella,,unspecified_saprotroph,,,,,,,,,,filamentous_mycelium,,,,,,
jrk11148,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Furcasterigmium,,soil_saprotroph,,,,,soil,,,,,filamentous_mycelium,,,,,,
jrk11149,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Fuscohypha,,soil_saprotroph,,,,,soil,,,,,filamentous_mycelium,,,,,,
jrk11150,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Musidium,,plant_pathogen,root-associated,,root-associated,root_pathogen,roots,,,,Musa,filamentous_mycelium,,,,,,
jrk11151,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Nigrocephalum,,animal_parasite,,,,,,,,animal_parasite/opportunistic_human_parasite,,filamentous_mycelium,,,,,,
jrk11152,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Paragibellulopsis,,litter_saprotroph,,,,,leaf/fruit/seed,,,,,filamentous_mycelium,,,,,,
jrk11153,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Paramusicillium,,soil_saprotroph,,,,,soil,,,,,filamentous_mycelium,,,,,,
jrk11154,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Phialoparvum,,soil_saprotroph,,,,,soil,,,,,filamentous_mycelium,,,,,,
jrk11155,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Sayamraella,,soil_saprotroph,,,,,soil,,,,,filamentous_mycelium,,,,,,
jrk11156,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Summerbellia,,soil_saprotroph,,,,,soil,,,,,filamentous_mycelium,,,,,,
jrk11157,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Theobromium,,,,,,,,,,,Theobroma,filamentous_mycelium,,,,,,
jrk11158,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Chrysonectria,,wood_saprotroph,,,,,wood,,,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Pilonectria,,,,,,,,,,,,,,,,,,
jrk11159,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Helicocollum,,animal_parasite,,,,,,,,arthropod_parasite,scale_insects,filamentous_mycelium,,,,,,
jrk11160,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Nigelia,,animal_parasite,,,,,,,,arthropod_parasite,,filamentous_mycelium,,,,,,
jrk11161,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Romanoa,,soil_saprotroph,,,,,soil,,,,,filamentous_mycelium,,,,,,
,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Neobaryopsis,,lichen_parasite,fungal_decomposer,,,,"fungal_material,algal_material",,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
jrk11162,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Kiflimonium,,soil_saprotroph,,,,,soil,,,,,filamentous_mycelium,,,,,,
jrk11163,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Stephanoma,synonym of Hypomyces,mycoparasite,fungal_decomposer,,,,fungal_material,,,,,filamentous_mycelium,,,,,,
jrk11165,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Murinectria,,unspecified_saprotroph,,,,,,,,,,filamentous_mycelium,,,,,,
jrk11166,Ascomycota,Sordariomycetes,Hypocreales,Niessliaceae,Neoeucasphaeria,,,,,,,,,non-aquatic,,Eucalyptus,filamentous_mycelium,,,,,,
